# time	signal	sigma
-3.768749933079697108e-06	1.203052643741347474e-04	1.897316741732778950e-03
-3.766749933136260971e-06	1.154119857779409622e-04	1.897233967668121536e-03
-3.764749933192824834e-06	1.098163328960733581e-04	1.895303229006467961e-03
-3.762749933249388697e-06	1.029130407455180796e-04	1.892800463715578344e-03
-3.760749933305952560e-06	9.898408142035860049e-05	1.892768056328734613e-03
-3.758749933362516423e-06	9.302680398650829598e-05	1.892803179763431981e-03
-3.756749933419080286e-06	8.778377157043370680e-05	1.890250206695312345e-03
-3.754749933475644149e-06	8.807189803044359136e-05	1.900179469541279876e-03
-3.752749933532208012e-06	8.267633541295245044e-05	1.898609140437760483e-03
-3.750749933588771875e-06	7.726133138907132641e-05	1.898000272010858447e-03
-3.748749933645335738e-06	7.160827240228429197e-05	1.896923452301449995e-03
-3.746749933701899601e-06	6.694415703929750157e-05	1.895021174675677340e-03
-3.744749933758463463e-06	6.397695138667598193e-05	1.891848908500322292e-03
-3.742749933815027326e-06	6.416380039812522159e-05	1.891744488472214825e-03
-3.740749933871591189e-06	6.485640078739092268e-05	1.889836438306776063e-03
-3.738749933928155052e-06	6.844544810018637763e-05	1.888752820081432068e-03
-3.736749933984718915e-06	7.255194038971850561e-05	1.889049020881294807e-03
-3.734749934041282778e-06	8.003474390879147359e-05	1.889504893595766143e-03
-3.732749934097846641e-06	8.549220542200439935e-05	1.886924766206886026e-03
-3.730749934154410504e-06	9.005268480377627788e-05	1.885507611128544279e-03
-3.728749934210974367e-06	9.604292799635547290e-05	1.882731482294279718e-03
-3.726749934267538230e-06	1.002605972703939422e-04	1.880690630920978839e-03
-3.724749934324102093e-06	1.059970556801028031e-04	1.877700391668644074e-03
-3.722749934380665956e-06	1.084926999120484751e-04	1.877345427565833965e-03
-3.720749934437229819e-06	1.096142391052985603e-04	1.876747386496111381e-03
-3.718749934493793681e-06	1.095823465371276834e-04	1.876506498359741502e-03
-3.716749934550357544e-06	1.092113360394074905e-04	1.875369590230689188e-03
-3.714749934606921407e-06	1.076827134342373226e-04	1.874676748298209237e-03
-3.712749934663485270e-06	1.063244246705709735e-04	1.873635655232474845e-03
-3.710749934720049133e-06	1.066711830510662303e-04	1.876289689181059829e-03
-3.708749934776612996e-06	1.024192729303236422e-04	1.877202168398397347e-03
-3.706749934833176859e-06	9.865045330776569946e-05	1.877346725634208976e-03
